,Date,Rating,Message,Author Reviews,Restaurant,sentiment,DayOfWeek
676,2022-12-14,5.0,"A girlfriend and I were visiting Charlottesville and wandering around the downtown area on a Friday night. It was a perfect night outside so we decided to try one of the restaurants with outdoor seating- Petit Pois looked great! We snagged a table outside and proceeded to have a most wonderful experience. Our server, Hector, was super attentive and gave us the best suggestions. We decided to share several appetizers because they all sounded so good- best decision ever! We had the smoked salmon, burrata and peppers, shrimp and grits, and crispy brussel sprouts. They were all absolutely fantastic- each dish was generously sized (we should have only ordered 2-3 dishes) and tasted fantastic. We each also enjoyed a handcrafted beverage which made everything even a bit better. Definitely recommend.",364.0,petitpois,0.9947,Wednesday
677,2023-01-03,5.0,"Run to Petit Pois, don't walk! I was here 17 months ago and remember how amazing it was for lunch. I returned today with the same friend and trust me it was every bit as good. The brussel sprouts are the best in Virginia. The Trout Almondine is again, incredible. The beignets are good as well but the food! The service was excellent as well. I am rarely this satisfied.",33.0,petitpois,0.9476,Tuesday
678,2023-02-14,5.0,"What a consistently delightful petit bistrot in Charlottesville!  The food served here is bursting with freshness.  The servers are charming, helpful and not overbearing.   Here you know you're eating close to local gardeners, farmers and butchers.  The dishes are classically excellent.  Just take as a simple example...a green salad...at Petit Pois it's so delicious, very French.  The salad greens jump at you with goodness; the salad is served with goat cheese & toasted pine nuts, the dressing is wonderfully subtle.  That's just for a starter.  The soups are yummy and so is one of my favs, the house smoked salmon with potato cake.  The mussels marinire are spot on classic and divine.  And you've never ever tasted such amazing Brussels sprouts!  In the summer the owner often brings in his own home grown tomatoes!   Some classic main courses here are the trout amandine which is addictive...you'll order it again & again, the coq au vin in the French style...super comfort food, the crab cakes have a lot of crab, and the hanger steak is tender and absolutely delicious!  Don't miss the shoe string French fries....cooked perfectly.  There's a superb selection of wines and lots of fun cocktails.  They serve three perfect desserts which are all fantabulous.  Petit Pois is my favorite Cville restaurant.  I'm sure you'll love it too!  (Reserve if eating inside...!)",16.0,petitpois,0.997,Tuesday
679,2023-02-20,4.0,"This is a small, intimate restaurant with great service.  Unfortunately, I forget the name of our waiter (younger, African-American guy) but he was awesome despite the fact that I think he was the only one working the room aside from the young bus boy and hostess.  The food, drink/wine menus were nice.  We especially enjoyed the beet salad, French onion soup and the burger.  The vegetarian gnocchi were average, which cost them a star.  We didn't leave any room for dessert.",112.0,petitpois,0.9506,Monday
680,2023-03-12,4.0,"Had dinner here this past Friday night. The trout entree is amazing. It's quite a big portion, actually. Lobster bisque was good. A little salty, I thought. It's very rich. This was definitely a decadent meal. The service was pretty good. It's a cute little intimate spot that's worth checking out. We thought the prices were fair for being a nicer quality restaurant. Good location.",86.0,petitpois,0.984,Sunday
681,2023-03-25,4.0,"The shrimp risotto was incredibly rich in flavor, and the service was overall good as they were attentive before you needed to ask. The tables don't get assigned one waiter so it's multiple people coming to your table which is alright, but I prefer one specific person. The food was amazing though!",49.0,petitpois,0.8857,Saturday
682,2023-03-26,5.0,"Incredibly delicious food, ambiance, service and music. I would recommend!C'est magnifique!",126.0,petitpois,0.6785,Sunday
683,2023-06-01,5.0,"I'm definitely going back.  The food was wonderful.  We had the mussels, chicken liver and hanger steak.  All of which was delicious.  Good portions Good price point and fantastic taste.",25.0,petitpois,0.9612,Thursday
684,2023-06-15,5.0,"A most delightful evening at Petit Pois!  We had dinner on the patio surrounded by roses and listening to the gentle sounds of the waterfall and the muted strains of live jazz music from down the street.  The coq au vin was delicious and our waiter, Logan, was polite and attentive.  Great atmosphere, good food and outstanding service. Can't wait to go back!",10.0,petitpois,0.9686,Thursday
685,2023-08-09,5.0,"Saturday night, gorgeous weather, and patio dining in charming Charlottesville!  Quite the winning combination!
I ordered their lobster & shrimp bisque which was quite nice!  A little on the salty side but was nice.  Then came the entree of their Coq au Vin which I paired with a French Syrah.  Ohhh their Coq au Vin was some delightful chicken!  Prepared perfectly and it was just the right amount of juiciness and saturated with flavor.  
For dessert, I indulged in beignets that were excellent!
My waitress was very pleasant and helpful in coordinating me picking up the bill for my table.  
5/5 all around!",450.0,petitpois,0.9923,Wednesday
686,2023-08-20,1.0,"I have been here before and has a fine meal with good service. However, last night I had one of the worst dining experiences of my life. We sit down and are forgotten. Eventually someone comes to take our order and we ask for some bread. Once again, they forget about us, and 45 minutes later the manager comes over to tell us that they lost our order. At this point we're mad. Eventually our appetizers come out, half assed and horrible. Our meals arrive and the crab cake was actually inedible and flavorless. It was not a good experience, however, they knew they severely messed up and only charged us half price.",3.0,petitpois,-0.9382,Sunday
687,2023-10-07,1.0,"We came here for our anniversary. Had two hours until we needed to leave, which we thought would be sufficient. Drinks and appetizers delivered within 30 mins. After an hour, we wondered about the status of our crabcake and risotto.  We gave it a little longer, and then asked when parties who had arrived well after us were served. ""The food should be ready in just a few minutes."" Then another 20 mins passed, and I informed our waitress that if the food arrived within 10 mins, we would need it in a box. Beyond that, we would need to leave.

Another worried, neighboring table received their dinners. ""Hmm...that looks like what I ordered,"" I thought.

After a few more minutes, the manager delivered something. But sadly, it wasn't our food, but rather some disappointing news. Our order was lost. It was never prepared. And it wouldn't be prepared, not in the remaining time.

So they comped our drinks, my fairly tasty pea soup, and the nice tomato salad.

Very disappointing, not enough of a sincere apology from the waitress, and a promise from me that I will not be back.",12.0,petitpois,-0.9019,Saturday
688,2023-11-15,5.0,"When did C'ville become such a foodie town?! What a fantastic dinner we had at Petite Pois!  We had an early 5pm reservation before seeing Dave Matthews and we sat next to another couple who had the same plan. 

My friend has a dairy and gluten allergy and they were able to accommodate her beautifully. We shared the beet salad with the goat cheese on the side (for me), trout amandine (made with olive oil instead of butter), and crab cake. Our meal was perfect. I would order all of these dishes again! The service was wonderful. We parked in the lot just around the corner. Just an overall delightful meal!",77.0,petitpois,0.9783,Wednesday
689,2023-11-22,3.0,"I had been here for dinner years ago and liked it quite a bit, so invited a guest speaker and colleagues for the meal after. You can only reserve a table inside so we did that, but when we got there we found that more people were outside. There were 9 of us and they gave us a long table against a corner, making it hard to get up and sit down. The servers were cheery but there were moments of confusion. Also the food was decent but not as hot as most of us would like.",25.0,petitpois,0.7684,Wednesday
690,2023-12-05,5.0,"We came for our anniversary and this place was awesome! It's very small inside so make a reservation ahead of time! 
The coq au vin was devine, French onion soup was delicious and the beignets were the perfect ending to a lovely meal.",19.0,petitpois,0.9508,Tuesday
691,2024-02-13,5.0,We had a wonderful Valentine's date night at Peti Pois. They helped me surprise my fiance with flowers I ordered and prepared it on our table before we arrive. All of the staff are easy to talk to and food never disappoints us. My fiance loved the Lamb Pastilla and I enjoyed their hanger steak and Mussels. Peti pois is definitely a gem in Charlottesville.,3.0,petitpois,0.9669,Tuesday
692,2024-02-18,5.0,"Every dish was absolutely delicious. Straight forward food but prepared really well and very flavorful without being over powering. Service was lovely, atmosphere was cute and romantic, will 100% be coming back!!",12.0,petitpois,0.9715,Sunday
693,2024-03-18,4.0,The service and the food is good but I could'nt see any actual French food on the menu except the coq au vin...,1.0,petitpois,0.2382,Monday
694,2024-03-23,5.0,"Lovely service, delicious first courses and entrees. Nice to have bread service. Cozy spot.",9.0,petitpois,0.8834,Saturday
695,2024-05-25,4.0,"Great food from this bistro. Our server, Molly was great and accommodating. They have some good risotto dishes on the lunch menu. Space inside the restaurant is a little tight so we sat outside. Outside was ok until the sun changed position and our party started to get hot. Next door restaurant was playing continuous Samba music, which through no fault of PP did dampen the ambience a little.",40.0,petitpois,0.9169,Saturday
696,2024-05-30,5.0,"We came here on a busy Wednesday for lunch and were greeted and seated outside right away. You can sit inside too but it was a gorgeous day out. Seats were comfortable and had umbrellas with shade and beautiful flowering plants of all sizes around the courtyard. Our server was fantastic and we ordered libations first and then our main sides. My trout was so tasty, I could have ate 3 more since the filet was really small. My parents had the crab cake and said it was amazing too. Bathrooms were clean and I can't wait to go back to try something new!",272.0,petitpois,0.987,Thursday
697,2024-06-08,5.0,"We walked into this adorable French boutique restaurant and met Brandon our waiter.  He was super friendly, accommodating and went above and beyond to make our first experience spectacular.  We started with custom mocktails that were fabulous, mine was a citrus ginger flair and my friends a lime mint sparkling experience. Then we wanted everything on the menu, but decided to get three things and split them. We had a lovely beet, goat cheese arugula salad with a lovely citrus vinaigrette.  The beets were perfect and the dressing was divine. Then we had split the house burger with Swiss and onions and the house rosemary fries which were delectable, crispy and seasoned to perfection.  He even split the plate so we could keep it neat and didn't have to replace ourselves.  Then we split the crab cake and it too was awesome.  The corn coulis was amazing the crab was really meaty crab with an excellent but light flavor and I saw a hint of mustard seed. We then saw the table next to us endulge in profiteroles, and had to split those as well.  Brandon and Lindsey were amazing and I would highly recommend for a casual dining experience outdoors in downtown Charlottesville.  The fountains and greenery outside was relaxing and I almost felt I was at a French bistro in a side street of Paris. I will be back again. (My pictures do not do the experience or food justice.)",14.0,petitpois,0.998,Saturday
698,2024-09-09,4.0,Wonderful lunch outside with great wine and fabulous food!  Highly recommend Petit Pois if you are ever in Charlottesville.,8.0,petitpois,0.9358,Monday
699,2024-10-08,5.0,"Petit Pois is one of our favorite restaurants in Charlottesville, We had a delicious meal, it was a beautiful afternoon, Molly was a delightful waitress",14.0,petitpois,0.9371,Tuesday
700,2025-01-01,5.0,"We have lived in Charlottesville for 7 years.  While we have only eaten at Petit Pois 4 times, it was the first restaurant we at at when we came up to initially look for places to live and it was the most recent place we have dine out, last night for NYE.
It is small and cramped.  They can't do anything about that.  The service has always been top notch, warm, hospitable, engaging and friendly without being over the top.  While nothing we have ever eaten there has been memorable; that isn't a slight.  Everything has always been good and of the value that we have paid.  A place like this with its' price point need to make good food that is better than what I can do at home and better than a chain or corporate ""faux"" bistro.  Along with the good food and the exceptional service they always hit the mark.
Last night was the 2nd time we have come in for a New Years Eve meal.  We live within walking distance to the downtown mall and we aren't party animals so we typically don't make NYE reservations and just walk down to the strip and see if we can saddle up at a bar somewhere.  Last week my fiancee mentioned that this year she would like to make reservations and go out.  I searched everywhere in Charlottesville and the surrounding area and all reservations were booked up.  Bummer.  So, we decided to do our regular routine, put on decent clothes and walk and see if we could slide in somewhere----our first choice as Petit Pois.  We go there and talked to the host to see if there was anything possible available, knowing the probability was low and we were OK with that.  The host checked, talked to his folks, came out and showed us to a table.  Yes, it was small and it was cramped but THEY MADE IT HAPPEN FOR US.  Everything was what we expected.  The food was good, the service as great, and the price was reasonable, and we had a nice meal and got home in time to watch the ball drop.
Thanks Petit Pois.  We will see you next New Years.",15.0,petitpois,0.9838,Wednesday
701,2025-01-02,4.0,"A sweet, little French spot on the downtown mall (no parking lot; use street parking or one of the garages). They have a solid hanger steak with fries. A fun date place, especially if you're headed to a show at the Paramount right next door!",1365.0,petitpois,0.8016,Thursday
702,2019-03-11,5.0,"The best seafood I have ever had in Charlottesville. Few places get a perfect score in my book, but this place surely deserves it!

When I came here tonight, I realized that the location for the restaurant is close by to many places I visit regularly: downtown mall and central campus. However, despite having been to DOMA several times, I missed this store before deciding to come tonight. Fortunately, I decided to change things up today.

Public Fish & Oyster from the outside and inside looks like a homey, modern seafood bar. And its menu reflects this aesthetic: it has a small, but well composed menu of delectable seafood dishes. Tonight, I honestly had a hard time choosing what to eat from the many great selections on the menu. Luckily, I had some Yelp help: I went with some Clark Island oysters from the Raw Bar and the wine risotto. My friend ordered the grilled char. 

Both of us were extremely impressed with our personal dishes. My risotto was a beautiful wine stained color, and the wine gave a great tang to the dish that conplemented the mellow flavor of the mushrroms. My friend's char was perfectly cooked and seasoned excellently. 

The oysters were also super fresh!

A 5 out of 5 if there were any.",211.0,publicfish,0.9977,Monday
703,2019-10-06,5.0,"One of my favorite spots in C'Ville!  Make sure you make a reservation because space is limited and it is a popular spot - and for good reason!

This place is a seafood restaurant and has fresh raw oysters available on the daily.  The chalkboard showcases the varietals and prices - they go from least to most briny top to bottom.  For us, we opt for the brinier the better!  Other menu features include the calamari appetizer, the clam chowder, and the moules frites!  Calamari app is enough to share and comes with some nice veggies.  The calamari is not excessively breaded so you can REALLY taste the squid.  The clam chowder is tasty and creamy and hits the spot, especially on cold days.  The moules frites is enough to share for sure!  The fra diavola is a nice veggie option with tomatoes and spice.  The chorizo sauce has a nice kick to it as well.  My favorite though is the thai-inspired broth with coconut milk!   

Most recently, we split the steampot and it was equally impressive.  For $36 you get a pot with steamed mussels, clams, shrimp and crab legs!  There are also potatoes and corn chunks in there as well.  Now, as much as I enjoyed this dish - i would still order the moules frites over this next time.  The variety was nice, but the flavor was less so - makes sense because it is steamed seafood gofigure :)

Dessert wise, we tried the key lime pie and the blackberry slump - which was described perfectly as a cobbler and a muffin combo.  The crust is definitely bready like a muffin!  The ice cream on top really complements the dessert.

Overall, we love coming here. The vibe is lively and can get a little loud, but it's still homey and unassuming.  The service is very attentive and super friendly.  Come check them out - you won't regret it!",313.0,publicfish,0.9972,Sunday
704,2020-10-07,5.0,"Wow! This spot is fantastic! Despite being small it's full of life and character. The space as I mentioned is petite but there is a patio outside as well. Their is limited seating so I recommend a reservation. The space has a beautiful bar on one side and an exposed brick wall on the other. Despite a small space it still feels like you have privacy and you don't hear more than a light murmur in the background. People were dressed semi casual with some people in dark jeans and a blouse or button up. Some people were dressed in dresses but everyone looked put together but suits are not required.

The bartender recommended a cocktail for me which was light and refreshing and they were to die for. We of course got oysters (clearly an unsaid requirement) as well as their heirloom tomato appetizer. Any time you see a restaurant with heirloom tomatoes as an appetizer you know they are going to be fresh and worth-while. And nothing disappointed! Their oyster list is expansive and they all tasted fresh. I went with someone who is a very big fan of oysters and he instantly saw two types he knew he loved and wanted. Based off what he ordered our waiter made some recommendations. Which were quite a hit. 

What brought me to the restaurant was the happy hour special ... the lobster roll! They have both Maine and Connecticut style. There is no wrong way to order a lobster roll but I got Connecticut style. It was fantastic. The meat was tender and the roll was perfectly buttery and soft. My partner's meal was equally as delicious. We both agreed this was some of the best seafood we've had here in Charlottesville.

As a big ice cream fan we had to order the house made ice cream which was creamy and flavorful. We split a key lime pie which was so delicious we might have to go back just to ensure we can have another slice! It was tart and sweet wrapped up in each little bite. The graham cracker crust was buttery and really rounded it out.

Overall an excellent meal! A great spot to have a girls lunch or meal as well as an intimate date spot. The food and service were impeccable. We got great recommendations and definitely see ourselves going back. Definitely a great spot that I will definitely bring visitors to!",41.0,publicfish,0.999,Wednesday
705,2020-10-31,5.0,"Can't get over how great last night's dinner was!! This is one of the best restaurants I have seen for COVID precautions. We are outside, where there were plenty of heaters and so even though it was cold we were nice and toasty. You are required to wear a mask anytime you interact with wait staff so they are protected as well as you. 

We got a dozen oysters, two of 6 different types. The VA ones were $1 off during happy hour and they were delish!! Then we also got the lobster roll, Connecticut style. The two of us shared it and man it was phenomenal. I thought we would also get another entree like the mussels or the shrimp risotto but after the lobster roll we split we were stuffed! Of course had room for dessert. The online menu wasn't entirely accurate (I had my eye on the chocolate mousse but they didn't have it) but the pumpkin pie ice cream was excellent. I can't wait to come back to try some other things, and so happy to have a place to get oysters in cville!",179.0,publicfish,0.977,Saturday
706,2020-11-24,5.0,"Took a few visits, but I think we've finally got why Public Fish & Oyster is so lauded with praise. 

My SO had never tried raw oysters before. The staff here did an awesome job explaining and recommending different oysters to try from their oyster bar. And hats off to their oyster shuckers - they make a beautiful plate and they do an awesome job at presenting a clean, ready-to-enjoy oyster. We went to another oyster bar the other day and there was a noticeable difference (couldn't even eat the oysters, it was still attached to the shell). I feel like this is one of the only places that I trust with raw oysters!

Every time we've visited, the staff have been exceptional. I think they are doing a great job at contactless dining with QR code menus and plenty of distance between tables. I've really enjoyed their outdoor dining experience as well - even on a cold November night, the heaters make things super cozy, and the ambiance is very chill (great for people watching...at a distance!) 

I still don't think Virginia can do crab cakes like Maryland (as a proud Marylander) but this place has the best Virginia crab cakes I've ever had. I actually like their sandwiches more than their entrees (save for the Tohoku moules frites). Their fries are divine as is the accompanying garlic aioli! 

We're definitely fans of this establishment and will definitely be back.",272.0,publicfish,0.9981,Tuesday
707,2020-12-31,5.0,"The food and service are both great here!! I came here with a group so we tried a few different things-The calamari is terrific-as are the fried oysters!! The New England clam chowder is amazing!! The Brussels sprouts appetizer was terrific-I will definitely get that again!! The crab cake entree was perfect! Nicely browned and full of tender crab-yummm!! We also were lucky enough to get the lobster roll!! These can not be beat!! They sell out of these,so go early if you want the pleasure of having one!!

Our sever Dan was top-notch!! He explained everything and suggested a bottle of wine that we all loved!! So much that we ordered a second bottle!!  He also told us that all the desserts were made at the restaurant! We followed his suggestion and shared a few desserts-the key lime pie, and the pumpkin ice cream. They were both outstanding!!",469.0,publicfish,0.9886,Thursday
708,2021-03-16,5.0,"As usual, a great seafood experience. We had a lovely outdoor celebration socially distanced from others. It got chilly and they provided blankets in addition to the heat lamps. Recommend trying the oysters, we typically go for medium brine. Yucatán Mussels are also phenomenal. My friends also enjoyed the crab cakes. If you have a seafood craving this is definitely the right spot.",150.0,publicfish,0.9612,Tuesday
709,2021-04-28,5.0,"Absolutely delicious. Make a reservation online to get sure seating. A really vibrant environment, with a chalk board of oyster options with tasting notes and locations. 

Really solid cocktail and wine selections. The Steampot was a beast... and so delicious. We also had the Mahi special-- the fish and the grits were outstanding. 

Lastly, we had the key lime pie for dessert, and it was so tasty.

Such a fantastic meal and experience all around.",100.0,publicfish,0.9743,Wednesday
710,2021-07-09,5.0,"Make a reservation or bar options are available.  Very quaint restaurant with a southern vibe.

The Service is impeccable!! From the time I walked through the door everyone greets you with a smile. 

Alana was my waitress and suggested the crab cakes.  They were delicious!!!! Alana was amazing!  Her customer service skills were unmatched.  

The key lime pie has to be flown in from Key West!!! Best I have tasted in years! 

Kudos to the owners for having great food and an awesome team that understands the importance of customer experiences.

I will definitely be back when I return to Charlottesville for work.",219.0,publicfish,0.9829,Friday
711,2021-07-09,5.0,"Passing thru on a college visit.... Seriously the best place to shell fish. Great service, food is 5 star! Hats off to John the bartender for making us feel like locals. 

Oysters and Mussels are amazing! Highly Recommended!",117.0,publicfish,0.9507,Friday
712,2021-08-22,5.0,"I absolutely love oysters!! and was so excited to check this out and it did not disappoint.

The interior has such a cute, southern vibe, and I really enjoyed its aesthetic! We sat outside, which was very nice as well. 

For drinks, we ordered their special rose and white wine of the day, which was really delicious and paired super well with our oysters. 

I loved the bread that came out in the beginning, and I'm not sure if I was just super hungry or it was just that good...

We also ordered Belgian fries with garlic aioli, which was fantastic.

Now for the main event, their oysters!!! We decided to go with one of each of theirs (see my menu picture), so it was like a ""flight"" of oysters. It went from least brine-y to most brine-y (same with the menu picture). I enjoy my oysters to be very brine-y, so I really enjoyed the latter oysters, but they were all fantastic!! Will definitely be returning!!",126.0,publicfish,0.9895,Sunday
713,2021-11-06,5.0,"While staying in downtown C'ville for business, I came here for dinner on a Wednesday evening and sat at the bar. The bartender was great! Very friendly and helpful! They have a very nice menu, filled with some amazingly appetizing seafood!!

Started with a cocktail, as they have a nicely put together cocktail list... The Heck Boy was great! Made perfectly and exactly what I expected based on the description in the cocktail list. I then switched to wine, as they have an interesting wine list, mostly all the unique/boutique wines that aren't the typically popular stuff, which is a nice way to try something new that might become your new favorite. In fact, while there, I tried a French white that I let a (level 2) somm friend know about and he had just had the same wine and raved about it - good options here!

I enjoyed a nice starter salad, followed by their outstanding calamari, which was very fresh and unique, with Asian flavors and Asian style cucumbers on top. Then moved on to some shrimp cocktail, which was decent, but probably the most disappointing part of the meal (reason: The shrimp was a size, slightly 2 sizes too small for traditional , hi-end restaurant shrimp cocktail and it was pre-seasoned with Old Bay style seasoning and it was definitely pre-cooked too far ahead of time to order).

The next course was the entrée! Butter poached halibut (which I got just ""the for the halubit!"") - OUTSTANDING! The carrot puree that is was sitting on top of was great! The sunchokes were interesting, but then again, this was my first time having sunchokes.

Last course was a Key Line Pie - AWESOME! And a glass of madeira to go with it - they paired nicely.

Overall, I really liked this visit and would definitely return! Also, highly recommend coming here for some better dining and decent seafood!",2898.0,publicfish,0.9972,Saturday
714,2021-12-21,5.0,"Started out with the oysters here. Because I've had a bad experience with oysters before, I was scared to try them but they were so fresh and went down very smoothly. And, since I can appreciate any restaurant that changes my opinion, I had to give Publics 5 stars for converting me from an oyster skeptic into a novice oyster snob. 

For the starters, I tried the roasted rainbow carrots and the calamari. The roasted rainbow carrots absolutely blew me away! They were creamy and the sauce was incorporated into the dish so well that every bite had flavor in it(something I would have never expected from a vegetable so simple). The calamari was pretty fresh too and not oily but a little hard to chew. Then, for the entree, we got the duo of jumbo crab cakes, which also were very fresh but a little too salty for me. Overall, loved the fresh ingredients and the cute ambience of Publics!",38.0,publicfish,0.9843,Tuesday
715,2022-01-11,5.0,Been craving lobster rolls for a while and behold found a little place on the corner. They have hot and cold so you can have your preference. I prefer hot so I was very pleased. As you can see from pics they did not spare on the meat so much so that some fell on the floor and I didn't even notice. The jumbo peel and eat shrimp were delicious and if I had room I would have ordered another. The lobster is at market price but it is worth it without a doubt. I will be back to try other items on the menu.,486.0,publicfish,0.8221,Tuesday
716,2022-02-06,5.0,"The oyster shooters!!! The Lobster Roll! The Hodgepodge!

Wine selections we great, food was amazing, service was stellar! Cute little place!",294.0,publicfish,0.9196,Sunday
717,2022-02-07,4.0,"There's really no competition for good Seafood restaurants in this town, which is a bit of a shame. The drinks are expensive and mediocre, and while the food is without a doubt delicious, the price doesn't really match the experience.

If you're looking for a wide variety of good seafood though, this place is really your best bet.",6.0,publicfish,0.5855,Monday
718,2022-02-09,5.0,"Happy hour alert!!! Living in South Florida, happy hours are everywhere but here in Charlottesville they are harder to find. Especially good ones. Next time you want some good cocktails and food, head over to Public Fish and Oyster. Good strong cocktails for $7 and one dollar off oysters everyday from 4pm-6pm. My friend and I showed up at 4:15 and we were able to squeeze in because they are so busy and booked. Next time we will plan for a reservation. The oysters were fresh, sweet and perfect with a squeeze of lemon and a spoonful of mignonette. I know a lot of people like baked oysters, but try them raw too! So good. We also ordered the Connecticut style lobster roll, delicious and buttery. To go with it, we got Kentucky Mules because we both love a good bourbon. We will be back!",24.0,publicfish,0.9967,Wednesday
719,2022-04-10,5.0,"This was our first meal in Charlottesville from visiting this weekend and we could not have started off on the best foot.

In short, the food was fresh and incredible. Our server, Jaime was the best. Like absolute best! If you're from out of town and need a place - don't skip this place!

Get a reservation, ask for Jamie. Make sure you say hi to Nina, the hostess, and meet John behind the bar. Jamie is so personable and knows the 

Meal - We ordered the brussel sprouts and the calamari. Holy moly - best appetizers! We also got some fried oysters and crab cake sandwich. Being from Maryland, these crack cakes were delicious! 

I love the positive and fun vibes from the employees here. Great food and wonderful atmosphere from the employees!

We absolutely can't rave more about this place!",93.0,publicfish,0.9938,Sunday
720,2022-05-31,5.0,"My friends and I had a wonderful time. The food was incredible. We tried all the oysters on the menu and it was all super fresh. Service was quick and nice. The drinks were also great. The selection of wine they had paired really well with the food. Lastly, the lobster roll was amazing. The lobster was tender, flavorful, and the bread paired super well!",8.0,publicfish,0.9857,Tuesday
721,2022-06-06,5.0,"Wow...Wow...Wow...Wowza! Hands down some of the best food I've had in the area. Not to mention their staff are amazing, their patio is fantastic, and that their happy hour is so good. Public Fish & Oyster is 5 stars all the time every time.

I was so grateful to have such understanding staff when we dined here last. I had made a reservation, but made a mistake by not booking the patio (due to health issues, I try to do most things outdoors). The staff were super understanding and went way out of their way to add an additional table on the patio so that I felt comfortable eating there. I was honestly shocked and so appreciative. I felt bad that they had to do those extra steps, but their kindness and willingness to help didn't go unnoticed. Our server was also very good at making food suggestions, and was so good at timing the meal. Top notch service

Onto the food! The oysters, OH MY GOD, the oysters! Such a selection. We were lucky enough to be able to do happy hour, so we went to town on some oysters. The descriptions were on point, and the recommendations were spot on. We moved onto the lobster roll and loved every bite (and those fries ooooeee so perfectly crispy). With the recommendation of our server, we went with the Hodgepodge, and we were so glad we did. So much seafood in such a tasty sauce. Also, do yourself a favor and order one of their whiskey drinks.

Again, just, wow!",230.0,publicfish,0.9982,Monday
722,2022-06-08,5.0,"This place is a catch, no pun intended! I've been here once before and everything was amazing. I don't remember exactly what I got besides oysters but I can say it was all great. I recently came back with my family and we were all pleased as usual. For one, we didn't have a reservation and they still managed to squeeze us in even though it was busy.

Secondly, the food was perfect! I ordered the steak frites and it was delicious. The chimichurri was a little weird looking but the taste was there. My brother got the soft shell crab and really enjoyed it, and my dad ordered the crab cake sandwhich and was extremely satisfied! They both said they'd come here again for sure. 

The service was also great, they were very friendly and attentive. The waitress was happy to answer any questions we had about the menu and even took the time to clearly explain to us which oysters were which! 

Definitely recommend if you love seafood.",105.0,publicfish,0.9971,Wednesday
723,2022-06-25,5.0,"I was visiting Charlottesville for the day with my girlfriend. We decided that we wanted seafood while visiting the mountain community of Charlottesville. We found this restaurant online. It had good ratings, so we gave it a try.

I started with the New England Clam Chowder. OMG! It was so smooth...typically. I add pepper to any New England Clam Chowder. Not this one. It was perfectly seasoned and the broth was so creamy and smooth, and there were plenty of clams.

Not long after, the Steamer Pot arrived. It was steaming and very well seasoned. We had 2 small clusters of crab legs, a whole mess of clams, 8 huge shrimp, a couple of potatoes, and 1 ear of corn.

Everything tasted fresh. My meal paired well with my drink, a Bloody Mary.  The mix used in the Bloody Mary was delicious.  I tasted a pepper flavor, but almost like a lightly burnt pepper flavor that I had not tasted in other mixes. It is spiced perfectly for me - not too hot; not too mild.

There was plenty of food in this steamer pot for two. Looking back, it was a bigger bowl of New England Clam Chowder than I expected. The prices are fair for the food and service you receive. The staff are wonderful! And the bartenders are exceptionally skilled. 

At the end of our Steamer Pot, I requested a whiskey sour. I enjoy a good whiskey sour.  I am not ashamed to say, tonight I enjoyed a great whiskey sour. I don't know what he did to make that drink so smooth. It was the perfect balance of the sour mix, the whiskey, and butter. That drink was buttery smooth. 

Overall, my girlfriend and I agree that the food was delicious. Good job, cooks/chefs. The service was fantastic! Everyone was friendly and out of the way helpful.  The ambiance was nice. It was cozy inside. And the barkeeps were on their game. The drinks were amazing.

We will be returning to this hidden gem. A great dining experience.",16.0,publicfish,0.9984,Saturday
724,2022-06-25,5.0,"We were at first told we'd have to wait an hour. We took an Uber there. The hostess was so very nice and got us a table. Only 2 of us. We had oyster shooter and they were yummy. Our drinks were mixed very well. Good selection of spirits. My boyfriend ordered clam chowder and good lort. It's the food you eat when it winter, you don't feel good, okay anytime...it was the best clam chowder I've had since Massachusetts. We got the steamer pot and split it. Steamer pots I'm associated with at OBX are usually huge and feed 3 people. This one is smaller. I saw another couple each having their own but I couldn't eat a whole one by myself. It was so yummy. The staff, waitress and bartender we all very nice and cracking jokes. Great atmosphere. 

Will for sure be back! Highly recommend and I am not a foodie.",64.0,publicfish,0.9893,Saturday
725,2022-07-04,3.0,"pros: really yummy oysters, really great ambiance 

cons: our main dishes --fish of the day (seared ahi curry) and the hodgepodge -- were very lackluster. I had to ask for salt for the hodgepodge because the taste was so one-note. The sauce was missing the usually freshness of seafood. Not worth the price.",57.0,publicfish,0.7367,Monday
726,2022-07-07,2.0,"Summary: all the food LOOKS very good but TASTES bad. 

Full review: To get to the point, it seems like this place has really good ideas for food but hasn't quite gotten to the point of making it taste good. It was super busy the night we visited, but we nabbed some bar seats right as we went in.

We got a bunch of oysters that were pretty standard. The special was a ""rare ahi tuna"" that was closer to ""100% cooked for 1 cm and completely raw for the rest."" The fish actually looked really good but the texture combination of raw+cooked did not work. The curry underneath, a bog standard red thai curry, was great with the rice.

The Hodgepodge lived up to it's named and there was actually quite a lot of mussel. Unfortunately the soup base was weak and the entire bowl needed a lot of salt to bring the flavor out. The table bread that accompanied was also just a small stick of white that left a lot to be desired.",10.0,publicfish,0.9834,Thursday
